block_id,cell_line_id,drug1_original,drug1_id,drug1_match_source,drug2_original,drug2_id,drug2_match_source,synergy_loewe,synergy_bliss,synergy_zip,synergy_hsa,source_study
145082,HL-60,Antibiotic AY 22989,,no_match,Erlotinib hydrochloride,Erlotinib,exact,-9.79517087178663,-7.31594040000496,-1.74255758151839,-4.8279958964143,ALMANAC
145179,HL-60,Carboplatinum,,no_match,Erlotinib hydrochloride,Erlotinib,exact,-3.12565645961875,-4.06758375107654,-2.16586626835212,-2.34132922974764,ALMANAC
145689,HL-60,Lenalidomide,Lenalidomide,exact,Vincristine sulfate,,no_match,-3.37027154468748,-1.78505275818533,-2.5449232073584,-3.13090622783038,ALMANAC
145857,HL-60,158798-73-3,,no_match,Dasatinib,Dasatinib,exact,11.0461648126233,-4.76147142889897,-2.12498945383722,-3.46577367419209,ALMANAC
145983,HL-60,mitotane,,no_match,Erlotinib hydrochloride,Erlotinib,exact,-7.26129237486872,-3.19371997935583,1.08139584889505,-9.11888725853508,ALMANAC
146149,HL-60,CHEMBL17639,,no_match,Erlotinib hydrochloride,Erlotinib,exact,-24.1182325326965,-4.63427624145396,-0.290684540405257,-3.4768847853032,ALMANAC
146282,HL-60,Dasatinib,Dasatinib,exact,NSC-127716,,no_match,1.67904217182366,3.41575262240046,0.450551289714481,7.59231599439185,ALMANAC
146295,HL-60,Imatinib,Imatinib,exact,anastrozole,,no_match,15.1826519075148,-7.99081812037278,-4.23366834586109,-3.52244034085874,ALMANAC
146327,HL-60,Tamoxifen citrate,,no_match,Bortezomib,Bortezomib (Velcade),exact,-29.9721776721752,11.2954176643276,10.957812514214,8.48308104452259,ALMANAC
146460,HL-60,Nilotinib,Nilotinib,exact,Sunitinib,Sunitinib,exact,-20.7864975774662,3.35049135427649,10.5776601479691,-19.377776147424,ALMANAC
146597,HL-60,Lapatinib,Lapatinib,exact,Emcyt (Pharmacia),,no_match,-7.76356043857312,0.112734082945077,1.60675812900217,-9.43216081381566,ALMANAC
146691,HL-60,"Azacytidine, 5-",Azacytidine,fuzzy,cis-Platin,,no_match,1.07535559865238,1.67686033612467,2.27886052914575,4.54631376446139,ALMANAC
147216,HL-60,Imatinib,Imatinib,exact,pipobroman,,no_match,2.83193076705178,-3.2813629119373,-0.732707565481094,1.08909593877523,ALMANAC
148071,HL-60,CYTARABINE HYDROCHLORIDE,Cytarabine,exact,Vinblastine sulfate,,no_match,-14.4204396811706,-16.5263771888151,-11.8812949267011,-13.9113292297476,ALMANAC
148362,HL-60,Sunitinib,Sunitinib,exact,5-Aminolevulinic acid hydrochloride,,no_match,-7.02246544024791,0.149823465022336,-3.53069581431286,-4.71018846514433,ALMANAC
148633,HL-60,Sunitinib,Sunitinib,exact,Trisenox,,no_match,1.96521805318007,0.924503602100826,-0.113530788478159,2.77556221122061,ALMANAC
148912,HL-60,docetaxel,,no_match,Lapatinib,Lapatinib,exact,22.2100182365178,22.0392072980204,22.3524626835646,19.3747265251261,ALMANAC
149118,HL-60,Dasatinib,Dasatinib,exact,Lapatinib,Lapatinib,exact,-0.892330642405586,3.16288929544426,2.4290264710367,-1.55802242757761,ALMANAC
149420,HL-60,Dasatinib,Dasatinib,exact,Emcyt (Pharmacia),,no_match,-12.4696713746744,-3.71302122098138,-6.66495401400117,-3.02670235409528,ALMANAC
149515,HL-60,Sorafenib,Sorafenib,exact,Eloxatin (TN) (Sanofi Synthelab),,no_match,-40.2478173751612,-2.21321618390162,-0.742487755309008,-0.531174162270814,ALMANAC
149522,HL-60,Nilotinib,Nilotinib,exact,Vorinostat,,no_match,-23.9854795938382,-4.05100562056086,0.6042848226276,-9.52976558638256,ALMANAC
149949,HL-60,Dasatinib,Dasatinib,exact,Eloxatin (TN) (Sanofi Synthelab),,no_match,3.56841847247789,3.46578064063763,3.45212194014276,5.42453821661408,ALMANAC
150963,HL-60,Retinoic acid,,no_match,"Azacytidine, 5-",Azacytidine,fuzzy,0.0148269043659549,-2.46653917881189,-2.32249512657999,1.72120488328074,ALMANAC
151008,HL-60,carmustine,,no_match,Bortezomib,Bortezomib (Velcade),exact,1.19986793185496,2.05304801813224,1.45002341923678,1.58787154994741,ALMANAC
151188,HL-60,raloxifene,,no_match,Erlotinib hydrochloride,Erlotinib,exact,-1.07845254192091,0.892530497732764,5.20755242452827,-6.41319914934126,ALMANAC
151318,HL-60,Sunitinib,Sunitinib,exact,amifostine,,no_match,12.9363184035786,-1.57996760602035,5.59485586842189,-5.28355145196987,ALMANAC
151865,HL-60,Nilotinib,Nilotinib,exact,pipobroman,,no_match,6.05704218007619,-0.792702275204605,-3.59920652161758,2.61338355989033,ALMANAC
151993,HL-60,CYTARABINE HYDROCHLORIDE,Cytarabine,exact,55-86-7,,no_match,-8.77054521361956,2.52866393822373,0.881439610431539,4.41767115572611,ALMANAC
152409,HL-60,Vincristine sulfate,,no_match,Sunitinib,Sunitinib,exact,-26.7116668365415,-8.31680031568132,-4.78634246126986,-17.6582763467421,ALMANAC
152605,HL-60,122111-05-1,,no_match,Sunitinib,Sunitinib,exact,-25.7250247780193,0.186465040573174,-2.96577753269726,-3.9060541245199,ALMANAC
152685,HL-60,Nilotinib,Nilotinib,exact,Eloxatin (TN) (Sanofi Synthelab),,no_match,-18.5322530593654,3.62863169207649,1.50917772132842,2.10000665566507,ALMANAC
152813,HL-60,Nilotinib,Nilotinib,exact,TOPOTECAN HYDROCHLORIDE,,no_match,-54.0131978373467,-5.42446204065213,0.047762728817199,-9.37333170297956,ALMANAC
152814,HL-60,CYTARABINE HYDROCHLORIDE,Cytarabine,exact,Vincristine sulfate,,no_match,-10.9114957053017,-1.10098918969166,0.0813170460111314,-3.91996600588315,ALMANAC
153722,HL-60,CYTARABINE HYDROCHLORIDE,Cytarabine,exact,TOPOTECAN HYDROCHLORIDE,,no_match,2.84279227863337,3.52735401600855,2.69462658438336,5.14005020127767,ALMANAC
153997,HL-60,Nilotinib,Nilotinib,exact,Pralatrexate,,no_match,0.233365793780074,-0.402587294873391,4.6644414039654,2.21666829702044,ALMANAC
154831,HL-60,Lapatinib,Lapatinib,exact,IMIQUIMOD,,no_match,3.12918376944158,1.99785756003021,-2.2926881553986,0.453115214696815,ALMANAC
154930,HL-60,158798-73-3,,no_match,"Azacytidine, 5-",Azacytidine,fuzzy,-43.8711656055141,-3.53299383369832,0.154105398302257,-6.58110948075733,ALMANAC
155282,HL-60,actinomycin D,,no_match,Dasatinib,Dasatinib,exact,-0.356538177613811,2.44206551115024,-1.84986322698737,3.82422632580791,ALMANAC
155447,HL-60,temozolomide,,no_match,Erlotinib hydrochloride,Erlotinib,exact,-11.322656137462,-10.1355598088589,-0.656739428014583,-12.4770704548363,ALMANAC
155499,HL-60,Sorafenib,Sorafenib,exact,Emcyt (Pharmacia),,no_match,8.55909526741556,6.29234594175713,6.20047714273002,7.30342710550297,ALMANAC
155569,HL-60,CYTARABINE HYDROCHLORIDE,Cytarabine,exact,Romidepsin,,no_match,-40.5194188107533,-3.279599239975,1.15859704040361,-6.61676213214807,ALMANAC
156907,HL-60,raloxifene,,no_match,"Azacytidine, 5-",Azacytidine,fuzzy,-17.5760540721014,9.95689220984565,2.49237709076346,-3.94151035430983,ALMANAC
156920,HL-60,Sorafenib,Sorafenib,exact,Bendamustine hydrochloride,,no_match,1.75231785930362,-5.24950843720805,-4.48371435222426,-0.136484392091094,ALMANAC
157491,HL-60,celecoxib,,no_match,Lapatinib,Lapatinib,exact,-3.65860383364817,0.0819575006582726,0.209629808181777,-2.28380808140526,ALMANAC
157776,HL-60,NSC733504,,no_match,Lapatinib,Lapatinib,exact,4.06236606695695,-2.13365358378782,-4.04967037743631,-2.66466256308097,ALMANAC
158414,HL-60,Quinacrine hydrochloride,,no_match,Erlotinib hydrochloride,Erlotinib,exact,18.8049138437185,16.203975454009,23.6573660260041,18.1372495553212,ALMANAC
158664,HL-60,Vinblastine sulfate,,no_match,Nilotinib,Nilotinib,exact,5.7138016145572,4.80054520967374,2.89412376586376,2.87867077025236,ALMANAC
158684,HL-60,Dasatinib,Dasatinib,exact,mitotane,,no_match,-2.90888797079683,-0.402984874149233,-0.121173745792806,0.452004103585688,ALMANAC
158703,HL-60,Imatinib,Imatinib,exact,Sunitinib,Sunitinib,exact,-27.6580745523818,2.00350247050207,12.9659410215788,-25.5899983696462,ALMANAC
158773,HL-60,Imatinib,Imatinib,exact,cis-Platin,,no_match,-19.675001267757,0.357004672878546,2.476609638474,-4.68888725853512,ALMANAC
158888,HL-60,Lapatinib,Lapatinib,exact,carmustine,,no_match,0.387565521836207,-3.10566256588598,-6.23214961383635,0.687649090686228,ALMANAC
159012,HL-60,letrozole,,no_match,Sunitinib,Sunitinib,exact,-9.81025945015475,6.63340356344508,4.66234379787564,-8.68666503631286,ALMANAC
159198,HL-60,Retinoic acid,,no_match,Bortezomib,Bortezomib (Velcade),exact,-3.37750310454832,-2.48729676007254,-1.03317089250046,-1.19657289449704,ALMANAC
159415,HL-60,Nilotinib,Nilotinib,exact,mitotane,,no_match,16.5000471024,-2.1974472716965,4.15035017111829,-1.4779958964143,ALMANAC
160043,HL-60,"Azacytidine, 5-",Azacytidine,fuzzy,NSC733504,,no_match,-2.77817054427019,2.49766517891305,1.44885353076803,0.434255979300125,ALMANAC
160107,HL-60,Tamoxifen citrate,,no_match,Lapatinib,Lapatinib,exact,-2.42471200128686,0.440903781482875,1.89695544071034,-3.99700074801147,ALMANAC
160427,HL-60,Sunitinib,Sunitinib,exact,cyclophosphamide,,no_match,11.3731165896517,-0.541464314980111,-0.337391157128367,-3.72910588888889,ALMANAC
160777,HL-60,raloxifene,,no_match,Ruxolitinib,Ruxolitinib (INCB018424),exact,-15.9980294794173,-1.54179052555614,12.7407967153796,-18.2314451111111,ALMANAC
161109,HL-60,"Azacytidine, 5-",Azacytidine,fuzzy,anastrozole,,no_match,-14.0446687709897,3.39464272401831,2.60911330323408,-13.4834730177778,ALMANAC
163123,HL-60,Imatinib,Imatinib,exact,busulfan,,no_match,-15.6027698278173,-2.30009285467652,-1.22734021473894,-12.0143825555556,ALMANAC
163254,HL-60,Imatinib,Imatinib,exact,Nilotinib,Nilotinib,exact,-14.0331641290085,0.508373113275236,10.430943512816,-17.5611093777778,ALMANAC
163608,HL-60,Zoledronic acid,,no_match,Bortezomib,Bortezomib (Velcade),exact,-24.0105015204995,1.85304953356581,0.617985912138306,0.492397100000001,ALMANAC
163669,HL-60,Fulvestrant,,no_match,Bortezomib,Bortezomib (Velcade),exact,-45.8851844308471,1.95310415064914,2.10972510670388,-1.01999827777778,ALMANAC
164006,HL-60,Imatinib,Imatinib,exact,Quinacrine hydrochloride,,no_match,10.9795244015537,4.68942841883336,8.19879098886646,8.19909741111111,ALMANAC
164165,HL-60,Nilotinib,Nilotinib,exact,cyclophosphamide,,no_match,-11.1257664099627,9.99724614168655,12.9065686138324,-11.1377761111111,ALMANAC
164585,HL-60,Antibiotic AY 22989,,no_match,Bortezomib,Bortezomib (Velcade),exact,-21.6217546402465,-0.487115534944777,0.415088396552629,-1.13882755555555,ALMANAC
164753,HL-60,Lapatinib,Lapatinib,exact,methoxsalen,,no_match,-10.9571108722665,2.26077570568656,4.41886151583408,-9.45444254444445,ALMANAC
165818,HL-60,CHEMBL17639,,no_match,"Azacytidine, 5-",Azacytidine,fuzzy,-2.68059114544229,-2.14673601189582,-1.87977094608968,-0.660197111111113,ALMANAC
165820,HL-60,Pemetrexed,,no_match,Dasatinib,Dasatinib,exact,-2.66373802865949,3.34371610304539,4.43604908051752,1.76027235555556,ALMANAC
165849,HL-60,Lenalidomide,Lenalidomide,exact,amifostine,,no_match,-1.23853878541637,-4.13742222837181,-9.24029339449718,-1.00301688888889,ALMANAC
166211,HL-60,"Azacytidine, 5-",Azacytidine,fuzzy,thalidomide,,no_match,-42.8902063807483,2.8680185937311,0.925795828198115,1.64314357777778,ALMANAC
166233,HL-60,Antibiotic AY 22989,,no_match,"Azacytidine, 5-",Azacytidine,fuzzy,-10.8541887853135,-1.66003814069711,1.59978619636796,-9.95666611111111,ALMANAC
166545,HL-60,Sunitinib,Sunitinib,exact,Emcyt (Pharmacia),,no_match,4.35681093945135,-5.31378559105684,-7.54677116768628,-1.91657255555555,ALMANAC
167351,HL-60,Nilotinib,Nilotinib,exact,Quinacrine hydrochloride,,no_match,1.73080370575983,2.231145730133,-1.04234665023774,6.13903588888889,ALMANAC
167467,HL-60,mitomycin C,,no_match,Bortezomib,Bortezomib (Velcade),exact,-0.948214638507886,-0.107355975840705,-0.527916957134487,-0.0487944444444482,ALMANAC
167543,HL-60,"Azacytidine, 5-",Azacytidine,fuzzy,Dasatinib,Dasatinib,exact,0.24687588281462,-0.729936276850329,-1.20951395885234,0.467558888888888,ALMANAC
167623,HL-60,Sorafenib,Sorafenib,exact,mitotane,,no_match,-8.70667911951675,8.80895538356381,26.8851335748615,-7.46106582222222,ALMANAC
167825,HL-60,CYTARABINE HYDROCHLORIDE,Cytarabine,exact,7-Ethyl-10-hydroxycamptothecin,,no_match,-13.9185901928173,1.04024053321109,-6.2333592516298,-1.67691946666667,ALMANAC
168058,HL-60,Co-V,,no_match,Erlotinib hydrochloride,Erlotinib,exact,-2.4045982487261,1.43783850009783,2.48525835625342,-2.59685935555556,ALMANAC
168084,HL-60,CYTARABINE HYDROCHLORIDE,Cytarabine,exact,mitomycin C,,no_match,-1.27437312092746,7.48457000808324,5.39942459889606,9.87320844444445,ALMANAC
168511,HL-60,Nilotinib,Nilotinib,exact,Procarbazine hydrochloride,,no_match,-2.97998990715744,1.39655204469174,1.33181652569288,-3.32333217777778,ALMANAC
168823,HL-60,7803-88-5,,no_match,Lapatinib,Lapatinib,exact,-7.85672497065365,-2.01855102297048,4.69749284853187,-10.4655533777778,ALMANAC
168863,HL-60,Sunitinib,Sunitinib,exact,Bortezomib,Bortezomib (Velcade),exact,-18.0141744012688,-1.15421213107403,-0.244356461408432,-1.94768333333333,ALMANAC
168996,HL-60,CYTARABINE HYDROCHLORIDE,Cytarabine,exact,Lapatinib,Lapatinib,exact,-24.2173962536328,-0.503228199495567,2.24425901561895,-4.04603117777778,ALMANAC
169047,HL-60,Antibiotic AD 32,,no_match,"Azacytidine, 5-",Azacytidine,fuzzy,-0.39625772669573,-0.291275123585997,-1.53346517529006,1.79095888888889,ALMANAC
169249,HL-60,busulfan,,no_match,Bortezomib,Bortezomib (Velcade),exact,-46.5637916312383,-3.58517981574499,-1.22924979219461,-4.21657266666667,ALMANAC
171495,HL-60,23541-50-6,,no_match,Dasatinib,Dasatinib,exact,-14.2007645721325,1.43628042140488,1.48440297129105,-0.598617455555554,ALMANAC
171518,HL-60,Vorinostat,,no_match,Erlotinib hydrochloride,Erlotinib,exact,7.63606035543418,10.0940544559891,3.40303610791608,7.68172265555556,ALMANAC
171642,HL-60,Nilotinib,Nilotinib,exact,paclitaxel,,no_match,-36.0336472494045,10.6100842412952,12.4131102858696,7.72779571111111,ALMANAC
171738,HL-60,Sunitinib,Sunitinib,exact,mitomycin C,,no_match,3.58055608294549,-1.51923910689764,-1.27261095368019,4.43231666666667,ALMANAC
171935,HL-60,raloxifene,,no_match,Lapatinib,Lapatinib,exact,-12.6351575010581,4.44859262677274,14.3525913355132,-13.4701065555556,ALMANAC
171986,HL-60,paclitaxel,,no_match,Lapatinib,Lapatinib,exact,-2.33145918314401,15.3014909516021,17.4549479920422,13.5994349777778,ALMANAC
171989,HL-60,Sorafenib,Sorafenib,exact,amifostine,,no_match,3.34968142399547,6.3005592265496,5.70830006736541,0.460152566666667,ALMANAC
172484,HL-60,docetaxel,,no_match,"Azacytidine, 5-",Azacytidine,fuzzy,0.197463214995469,-4.35157706714155,-6.96578104893075,0.73342777777778,ALMANAC
172524,HL-60,5-Fluorouracil,,no_match,Dasatinib,Dasatinib,exact,2.33269754138889,4.71198629907097,-6.88628862047867,2.67442617777778,ALMANAC
172604,HL-60,6-Mercaptopurine,,no_match,Bortezomib,Bortezomib (Velcade),exact,-24.1965110953763,2.70789640434443,-3.00447999066299,-0.100253066666666,ALMANAC
172624,HL-60,ADM hydrochloride,,no_match,Bortezomib,Bortezomib (Velcade),exact,-19.7383250172199,3.32054046125816,1.46827287693663,2.21356786666667,ALMANAC
173178,HL-60,Ixabepilone,,no_match,Bortezomib,Bortezomib (Velcade),exact,-3.14959280489073,-2.32027564616249,-1.12179614028117,-2.35663277777778,ALMANAC
173317,HL-60,CYTARABINE HYDROCHLORIDE,Cytarabine,exact,NSC733504,,no_match,-7.48286440475488,2.35082185984254,-0.783465579937692,0.223145298888889,ALMANAC
173455,HL-60,CYTARABINE HYDROCHLORIDE,Cytarabine,exact,Nilotinib,Nilotinib,exact,-19.5937544245945,4.57287834616412,-0.71650549508048,-11.8460556222222,ALMANAC
173700,HL-60,pipobroman,,no_match,Erlotinib hydrochloride,Erlotinib,exact,0.515246339151611,-3.43786693985662,-2.33503214372759,-1.71132922222222,ALMANAC
174093,HL-60,Sorafenib,Sorafenib,exact,busulfan,,no_match,-35.0155379689037,15.1706794381432,19.8654589988661,-19.5922208888889,ALMANAC
174101,HL-60,Nilotinib,Nilotinib,exact,thalidomide,,no_match,-3.74112298989333,2.83979434731011,3.34661635622566,-3.41666506666667,ALMANAC
174192,HL-60,Lapatinib,Lapatinib,exact,pipobroman,,no_match,3.74028928179838,-0.0567829361987251,-2.96403259647933,3.54005033333333,ALMANAC
174320,HL-60,celecoxib,,no_match,Bortezomib,Bortezomib (Velcade),exact,-45.7958282759059,1.22822633659359,1.75485984077083,-1.00428593222222,ALMANAC
174730,HL-60,Imatinib,Imatinib,exact,thalidomide,,no_match,-2.76715626867795,3.98148926920233,3.47674552935615,-2.20444287777778,ALMANAC
175123,HL-60,Romidepsin,,no_match,Lapatinib,Lapatinib,exact,-45.3647237258049,1.18548513198888,1.25595394343418,-1.64392228888889,ALMANAC
175180,HL-60,Nilotinib,Nilotinib,exact,docetaxel,,no_match,13.6296418415655,12.2666854490208,11.9460699061061,10.0610229222222,ALMANAC
175460,HL-60,Gefitinib,Gefitinib,exact,amifostine,,no_match,-12.0756332099053,-3.14959211339316,-4.60185636002101,-2.25190711111111,ALMANAC
175621,HL-60,Nilotinib,Nilotinib,exact,ifosfamide,,no_match,0.824042564811737,2.9936620346896,1.54955644870582,-0.977194855555556,ALMANAC
175679,HL-60,Nilotinib,Nilotinib,exact,mitomycin C,,no_match,-37.001396588789,2.99671189138568,2.2188770424437,0.85457351111111,ALMANAC
176131,HL-60,Lapatinib,Lapatinib,exact,Bortezomib,Bortezomib (Velcade),exact,-47.1932004453528,1.13765942738248,2.28095302689581,-2.35333161111111,ALMANAC
176781,HL-60,CYTARABINE HYDROCHLORIDE,Cytarabine,exact,anastrozole,,no_match,-2.54304462885991,-3.08502819353567,-3.07075786101219,1.08422777777778,ALMANAC
176925,HL-60,celecoxib,,no_match,CYTARABINE HYDROCHLORIDE,Cytarabine,exact,-32.6432776799944,1.96239452083928,2.96845856239012,1.60568455555555,ALMANAC
177285,HL-60,"Azacytidine, 5-",Azacytidine,fuzzy,Vinblastine sulfate,,no_match,0.575697245696763,-1.70566906531344,-1.48507313080523,0.642005555555556,ALMANAC
177573,HL-60,ADM hydrochloride,,no_match,Erlotinib hydrochloride,Erlotinib,exact,7.79979014353133,6.60944540478782,1.53134337484825,9.22644888888889,ALMANAC
177814,HL-60,Dasatinib,Dasatinib,exact,IMIQUIMOD,,no_match,1.82460940400888,-1.49581240620084,-5.58491521624979,-2.89910611111111,ALMANAC
177925,HL-60,Carboplatinum,,no_match,Bortezomib,Bortezomib (Velcade),exact,-44.1994705000081,-2.06114818799152,-0.148004323159789,-2.63101722444444,ALMANAC
178173,HL-60,Fludarabine Base,,no_match,Nilotinib,Nilotinib,exact,-8.95265500032735,-2.62567259717683,0.899333160121692,-9.34160973333333,ALMANAC
179052,HL-60,Dasatinib,Dasatinib,exact,Fulvestrant,,no_match,-2.20524364438812,3.07244027396433,-0.988735759356772,-1.40243866666667,ALMANAC
179248,HL-60,pipobroman,,no_match,Bortezomib,Bortezomib (Velcade),exact,-31.717891517212,-0.491296922089427,0.054775925651516,-1.02435011111111,ALMANAC
179266,HL-60,"Azacytidine, 5-",Azacytidine,fuzzy,Vorinostat,,no_match,-12.6011107310612,3.47448787466477,3.16364825402035,-2.40589928888889,ALMANAC
180158,HL-60,CYTARABINE HYDROCHLORIDE,Cytarabine,exact,cis-Platin,,no_match,3.42067024761092,6.25082724808067,5.93437335663398,9.18655888888889,ALMANAC
